activity_743266
,counts,basic,high,low
0.05,16705,0.0010171746652384377,0.0010024407100863797,0.001033594040715142
0.1,33411,0.0010171746652384377,0.0009846852305908816,0.000979662148879663
0.15,50117,0.0010171746652384377,0.0010893306954482226,0.0011443865408631002
0.2,66823,0.0010171746652384377,0.0009572863035320659,0.0010119106189360471
0.25,83529,0.0010171746652384377,0.0010205966757648153,0.0009501551935259182
0.3,100235,0.0010171746652384377,0.0011241148180737032,0.0009938051731400986
0.35,116941,0.0010171746652384377,0.001055034429052363,0.0010388795275704079
0.4,133647,0.0010171746652384377,0.0009619636412978458,0.000995547083888337
0.45,150353,0.0010171746652384377,0.0010364300098370703,0.0010499671633807204
0.5,167059,0.0010171746652384377,0.0009535229606695797,0.0009668337338061283
0.55,183765,0.0010171746652384377,0.0009241129626897027,0.000943069767749532
0.6,200471,0.0010171746652384377,0.0009708155527682952,0.0010970465248838254
0.65,217177,0.0010171746652384377,0.0009787950560529598,0.0008919308245895429
0.7,233883,0.0010171746652384377,0.0011490110375448803,0.0010067013382637953
0.75,250589,0.0010171746652384377,0.0009739871450868518,0.0009642645535342753
0.8,267295,0.0010171746652384377,0.0009142814929078585,0.0010343109577939829
0.85,284001,0.0010171746652384377,0.001127607281714968,0.0010046330103727179
0.9,300707,0.0010171746652384377,0.0010897308653095674,0.0010480909998385976
0.95,317413,0.0010171746652384377,0.0009276324720978308,0.000999047341020362

activity_504847
,counts,basic,high,low
0.05,16028,0.17356478678234522,0.1721121993637887,0.17265615296108994
0.1,32056,0.17356478678234522,0.17975622833058494,0.16934610825370308
0.15,48085,0.17356478678234522,0.1566044797265009,0.16806206544082036
0.2,64113,0.17356478678234522,0.17764569819874898,0.1657775975157934
0.25,80142,0.17356478678234522,0.15903885831735382,0.1731670092406614
0.3,96170,0.17356478678234522,0.16253792756622132,0.16526270603835597
0.35,112199,0.17356478678234522,0.16449530897658188,0.15911928265026118
0.4,128227,0.17356478678234522,0.17699230625809706,0.17423900970425818
0.45,144256,0.17356478678234522,0.1530862774663176,0.15170571808064384
0.5,160284,0.17356478678234522,0.1638112019365623,0.14768910059853735
0.55,176312,0.17356478678234522,0.1621915522204232,0.1570462830251385
0.6,192341,0.17356478678234522,0.16347517043602455,0.1497229743378951
0.65,208369,0.17356478678234522,0.15757729145003832,0.15987043832464062
0.7,224398,0.17356478678234522,0.14630342843349425,0.15095591933258665
0.75,240426,0.17356478678234522,0.13223409709274467,0.14416729799439948
0.8,256455,0.17356478678234522,0.13201641871042172,0.13410848019399962
0.85,272483,0.17356478678234522,0.1300626902963438,0.13606745144767185
0.9,288512,0.17356478678234522,0.11985571123264695,0.12469303421317213
0.95,304540,0.17356478678234522,0.0988897560054591,0.11828059636753296

activity_1487
,counts,basic,high,low
0.05,6089,0.0005963065918941417,0.000420396165185515,0.001249564914723286
0.1,12178,0.0005963065918941417,0.0006349929124685973,0.0003916940958349355
0.15,18267,0.0005963065918941417,0.0005313985127482903,0.00034769980770006084
0.2,24356,0.0005963065918941417,0.0006990284183087552,0.00040737113118918794
0.25,30445,0.0005963065918941417,0.00025015592978704446,0.00019552365715222274
0.3,36534,0.0005963065918941417,0.0002541619011310205,0.00046699679185520853
0.35,42624,0.0005963065918941417,0.00020866357609291658,0.0001954842432837187
0.4,48713,0.0005963065918941417,0.00018046761491517346,0.00024163648800762372
0.45,54802,0.0005963065918941417,0.0003920735802026547,0.0002344101397222297
0.5,60891,0.0005963065918941417,0.0002844794632776283,0.000376711683158051
0.55,66980,0.0005963065918941417,0.00028771726083993813,0.0002811171056575092
0.6,73069,0.0005963065918941417,0.00019259390867609082,0.0002708423016214665
0.65,79158,0.0005963065918941417,0.00040169752611759715,0.0002032504372553993
0.7,85248,0.0005963065918941417,0.0007363839052132296,0.00020462918928040166
0.75,91337,0.0005963065918941417,0.00020525218367606075,0.000336028131059187
0.8,97426,0.0005963065918941417,0.0002334850840168813,0.0004102654781853231
