,SMILES,False positives,True positives,FP - mvsa,TP - mvsa,Score - mvsa,FP - Catboost_self,TP - Catboost_self,Score - Catboost_self,FP - Catboost_test,TP - Catboost_test,Score - Catboost_test,FP - score,TP - score,Score - score,FP - filter,TP - filter,Score - filter
0,C/C(=C\C(=O)c1ccncc1)Nc1ccccc1O,-0.0,1.0,1.0,0.0,98.13207542042919,1.0,0.0,-0.1039642747053872,0.0,0.0,-0.0757534208657224,0.0,0.0,40.55829003042633,0.0,1.0,0.0
1,C/C(=N\NC(=O)c1cccc(Cl)c1)c1cccc(NC(=O)c2ccco2)c1,1.0,0.0,0.0,0.0,92.79763803497471,0.0,0.0,-0.09073348477945872,0.0,0.0,-0.0756791612515436,0.0,0.0,41.62437966363419,0.0,1.0,0.0
2,C=CCOc1c(Br)cc(CNc2nccs2)cc1OC,-0.0,1.0,1.0,0.0,96.14224640974716,0.0,0.0,-0.08574033228304385,0.0,0.0,-0.06721410694147897,1.0,0.0,29.45776125240642,0.0,1.0,0.0
3,C=CCc1cc(C)ccc1OCC(O)CN1CCN(c2ccccc2)CC1,-0.0,1.0,0.0,0.0,93.74780876282831,0.0,0.0,-0.09084928870802811,0.0,0.0,-0.0694212575280375,0.0,0.0,46.0360442730953,0.0,1.0,0.0
4,C=CCc1ccc(OCC(O)CN2CCC(Cc3ccccc3)CC2)c(OC)c1,-0.0,1.0,0.0,0.0,80.67408847465192,0.0,0.0,-0.07873405431979102,0.0,0.0,-0.0645776096451994,0.0,0.0,49.025341724700176,0.0,1.0,0.0
5,C=CCc1ccc(OCC(O)COc2ccc(CC=C)cc2OC)c(OC)c1,-0.0,1.0,0.0,0.0,90.83414827101292,1.0,0.0,-0.10131548157111725,0.0,0.0,-0.07469381977913747,1.0,0.0,24.50756594486689,0.0,1.0,0.0
6,C=CCn1c(NC(=O)c2ccccc2Cl)c(C#N)c2nc3ccccc3nc21,-0.0,1.0,0.0,0.0,91.44895215219542,0.0,0.0,-0.09577620405389221,0.0,0.0,-0.07249861619083658,0.0,0.0,33.70215727209464,0.0,1.0,0.0
7,C=CCn1c(NCc2cc(C)ccc2O)nc2ccccc21,-0.0,1.0,0.0,0.0,91.65825951338769,0.0,0.0,-0.09256914789220778,0.0,0.0,-0.06267919026464033,0.0,0.0,42.50115559077356,1.0,-0.0,1.0
8,C=CCn1c(SC(C)C(=O)NCCC2=CCCCC2)nc2ccccc2c1=O,-0.0,1.0,0.0,0.0,92.97597997545034,0.0,0.0,-0.07741012350465373,0.0,0.0,-0.053127210652673014,0.0,0.0,38.62436442507454,0.0,1.0,0.0
9,C=CCn1cc(C(=O)NCc2ccco2)c(=O)c2cc(S(=O)(=O)N3CCCCCC3)ccc21,-0.0,1.0,0.0,0.0,94.53992624343839,0.0,0.0,-0.09781645374119098,0.0,0.0,-0.069648732557408,0.0,0.0,44.781656837795694,0.0,1.0,0.0
10,CC(=O)N1CCN(c2ccccc2NC(=O)COc2cc(C)ccc2C(C)C)CC1,-0.0,1.0,0.0,0.0,87.7625501469546,0.0,0.0,-0.08645221060771975,0.0,0.0,-0.06612079974352193,0.0,0.0,40.35195993274716,0.0,1.0,0.0
11,CC(=O)N1c2ccccc2N(Cc2ccc(C)cc2C)C(=O)C1(C)C,-0.0,1.0,0.0,0.0,92.57458572729439,0.0,0.0,-0.08023554331929574,0.0,0.0,-0.055613336300131766,1.0,0.0,27.34437620956067,0.0,1.0,0.0
12,CC(=O)Nc1cc2c(cc1C(=O)c1ccc(C)cc1)OCCO2,1.0,0.0,1.0,0.0,98.08745266094165,1.0,0.0,-0.10217944993053804,1.0,0.0,-0.07740765274627262,0.0,0.0,42.824467031376194,0.0,1.0,0.0
13,CC(=O)Nc1ccc(S(=O)(=O)N2CCc3c(Cl)cccc3C2)cc1,-0.0,1.0,0.0,0.0,89.08307033705393,1.0,0.0,-0.10098022946108413,1.0,0.0,-0.0801542744366566,0.0,0.0,47.46516719239697,0.0,1.0,0.0
14,CC(=O)OCc1c(C(F)(F)F)nn(C)c1Oc1cccc(C(F)(F)F)c1,-0.0,1.0,0.0,0.0,90.00122447983112,0.0,0.0,-0.09777205140060773,1.0,0.0,-0.07887814928244384,0.0,0.0,48.07745251918789,0.0,1.0,0.0
15,CC(=O)c1ccccc1OCCn1nnc(-c2ccc(C)cc2)n1,1.0,0.0,0.0,0.0,94.45597573049952,1.0,0.0,-0.09976177863925167,0.0,0.0,-0.07092542229403695,0.0,0.0,43.53544742950896,0.0,1.0,0.0
16,CC(=O)c1nn(-c2cccc(Br)c2)cc1C(=O)c1cccc2ccccc12,1.0,0.0,0.0,0.0,89.73707198451126,0.0,0.0,-0.09093603107416018,0.0,0.0,-0.06433936297514314,0.0,0.0,46.27148001970853,0.0,1.0,0.0
17,CC(C(=O)N1c2ccccc2CCc2ccccc21)n1nnc(-c2ccc(N(C)C)cc2)n1,-0.0,1.0,0.0,0.0,78.08295486506724,0.0,1.0,-0.01980375459166159,0.0,1.0,-0.017273352650153218,0.0,0.0,41.739938740990205,0.0,1.0,0.0
18,CC(C(=O)N1c2ccccc2Sc2ccccc21)n1nnc(-c2cccs2)n1,-0.0,1.0,0.0,0.0,84.37701355008767,0.0,1.0,-0.017917892737623224,0.0,1.0,-0.017197254268800043,0.0,0.0,33.96253346133724,0.0,1.0,0.0
19,CC(C(=O)NCc1ccc2c(c1)OCO2)N1c2cccc3cccc(c23)S1(=O)=O,-0.0,1.0,0.0,0.0,95.6053962136614,0.0,0.0,-0.04972929818313277,0.0,0.0,-0.03916550356549957,0.0,0.0,43.56160695691042,0.0,1.0,0.0
20,CC(C(=O)OCC(=O)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1)N1C(=O)c2ccccc2C1=O,-0.0,1.0,1.0,0.0,96.6349905693317,1.0,0.0,-0.10056484771075615,0.0,0.0,-0.0748143667258955,0.0,0.0,40.48021780981262,0.0,1.0,0.0
21,CC(C)(C)C(=O)c1sc2nc(-c3cccs3)cc(C(F)(F)F)c2c1N,-0.0,1.0,0.0,0.0,76.91537571760254,0.0,0.0,-0.08800719355771616,0.0,0.0,-0.07029545369524555,1.0,0.0,27.088165226622777,0.0,1.0,0.0
22,CC(C)(C)Cc1nc2ccccc2n1CCc1ccccc1,-0.0,1.0,0.0,0.0,79.63728189863043,0.0,0.0,-0.09653445841747103,0.0,0.0,-0.0686673119965321,0.0,0.0,47.76892248144705,0.0,1.0,0.0
23,CC(C)(C)N1CC(c2nc3ccccc3n2CCOc2ccccc2)CC1=O,1.0,0.0,0.0,0.0,87.70035536097778,0.0,0.0,-0.04983766102400161,0.0,0.0,-0.036929289701023466,0.0,0.0,49.69705743413133,0.0,1.0,0.0
24,CC(C)(C)NC(=O)CN(C(=O)Cn1nnc(-c2ccc(Cl)cc2)n1)C1CCN(Cc2ccccc2)CC1,1.0,0.0,0.0,0.0,82.35843372809705,0.0,0.0,-0.04733557220457134,0.0,0.0,-0.03715792049389392,0.0,0.0,31.098496970066392,0.0,1.0,0.0
25,CC(C)(C)NC(=O)CSc1nc2ccccc2n1-c1ccccc1,-0.0,1.0,0.0,0.0,93.22831475823294,0.0,0.0,-0.0968975180417548,0.0,0.0,-0.07066050849413574,0.0,0.0,40.23396268584693,0.0,1.0,0.0
26,CC(C)(C)c1ccc(CN(Cc2ccco2)Cc2nnnn2C2CCCC2)cc1,-0.0,1.0,0.0,1.0,69.42206899825271,0.0,1.0,-0.02442964448075469,0.0,1.0,-0.017824018828005817,0.0,0.0,45.79502105460991,0.0,1.0,0.0
27,CC(C)(C)c1csc(NC(=O)Cn2c(=O)oc3ccccc32)n1,-0.0,1.0,0.0,0.0,94.9278564164829,0.0,0.0,-0.08821569655317392,0.0,0.0,-0.06413647216878227,1.0,0.0,17.97286520478084,0.0,1.0,0.0
28,CC(C)(C)n1ncc2c(=O)n(CC(=O)Nc3ccc(Cl)cc3)cnc21,-0.0,1.0,1.0,0.0,97.22543982122052,0.0,0.0,-0.09760286630238,1.0,0.0,-0.08447588728116757,1.0,0.0,21.134205994849363,0.0,1.0,0.0
29,CC(C)(C)n1nnnc1C(c1ccc(C(F)(F)F)cc1)N(Cc1ccc(F)cc1)Cc1ccco1,-0.0,1.0,0.0,1.0,74.04454858290364,0.0,1.0,-0.013399080592563308,0.0,1.0,-0.010935315326214678,0.0,0.0,47.81677155875227,0.0,1.0,0.0
