,SMILES,False positives,True positives,FP - filter,TP - filter,Score - filter
0,Brc1cc(Br)c2nc(-c3cccs3)ccc2c1,1.0,0.0,1.0,0.0,1.0
1,Brc1ccc(-c2cn3cccnc3n2)cc1,1.0,0.0,0.0,1.0,0.0
2,Brc1ccc(-c2csc(-c3ccncc3)n2)cc1,1.0,0.0,0.0,1.0,0.0
3,Brc1ccc(-c2nc(-c3ccccn3)no2)o1,1.0,0.0,0.0,1.0,0.0
4,Brc1ccc(-c2nc(-c3cccnc3)no2)o1,-0.0,1.0,0.0,1.0,0.0
5,Brc1ccc(-c2nc(-c3ccncc3)no2)o1,1.0,0.0,0.0,1.0,0.0
6,Brc1ccc(-c2nnc(-c3ccccc3)o2)o1,1.0,0.0,0.0,1.0,0.0
7,Brc1ccc(-c2nnc(-c3cccnc3)o2)cc1,-0.0,1.0,0.0,1.0,0.0
8,Brc1ccc(-c2noc(-c3ccccc3)n2)o1,1.0,0.0,0.0,1.0,0.0
9,Brc1ccc(-n2cnc(-c3ccccc3)c2)cc1,1.0,0.0,0.0,1.0,0.0
10,Brc1ccc(CSc2nnc(-c3cccnc3)o2)cc1,1.0,0.0,0.0,1.0,0.0
11,Brc1ccc(OCc2cn3ccccc3n2)cc1,-0.0,1.0,0.0,1.0,0.0
12,Brc1ccc(OCc2nc(-c3ccccn3)n[nH]2)cc1,1.0,0.0,0.0,1.0,0.0
13,Brc1ccc(Oc2nnnn2-c2ccccc2)cc1,-0.0,1.0,0.0,1.0,0.0
14,Brc1ccc2nc(-c3ccccc3)c(Cc3ccsc3)n2c1,1.0,0.0,1.0,0.0,1.0
15,Brc1ccc2nc(N3CCCC3)sc2c1,1.0,0.0,0.0,1.0,0.0
16,Brc1ccc2oc(-c3ccn[nH]3)cc2c1,1.0,0.0,0.0,1.0,0.0
17,Brc1cccc(-c2nc3ccc(Br)cn3c2Cc2ccsc2)c1,1.0,0.0,1.0,0.0,1.0
