,SMILES,False positives,True positives,FP - filter,TP - filter,Score - filter
0,Brc1ccc(-c2csc(/N=C/N3CCCC3)n2)cc1,-0.0,1.0,1.0,0.0,1.0
1,Brc1ccc(-c2noc(COc3ccc4ccccc4c3)n2)o1,1.0,0.0,0.0,1.0,0.0
2,Brc1ccc(C2=Nn3c(nnc3-c3n[nH]c4c3CCC4)SC2)cc1,1.0,0.0,1.0,0.0,1.0
3,C#CCn1c(=NC(=O)c2ccc(S(=O)(=O)N3CCCc4ccccc43)cc2)sc2cc(S(N)(=O)=O)ccc21,1.0,0.0,1.0,0.0,1.0
4,C#CCn1c(S(=O)(=O)Cc2ccc(OC)cc2)nc(-c2ccccc2)c1-c1ccccc1,1.0,0.0,0.0,1.0,0.0
5,C(=C/c1ccccc1)\CN1CCN(c2ncnc3c2oc2ccccc23)CC1,1.0,0.0,0.0,1.0,0.0
6,C/C(=N\NC(=S)NCc1ccccc1)c1ccc(Cl)cc1,1.0,0.0,1.0,0.0,1.0
7,C/C(=N\Nc1nc(C)c(C)s1)c1ccc([N+](=O)[O-])cc1,-0.0,1.0,1.0,0.0,1.0
8,C/C(=N\Nc1nc2ccccc2[nH]1)c1cc2ccccc2o1,1.0,0.0,1.0,0.0,1.0
9,C/C(=N\Nc1nc2ccccc2s1)c1ccc(Br)s1,1.0,0.0,1.0,0.0,1.0
10,C/C1=C\[C@@H](C)C/C=C/[C@H]2[C@@H]3O[C@]3(C)[C@@H](C)[C@H]3[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@]32C(=O)/C=C/C(=O)[C@@H]1O,-0.0,1.0,1.0,0.0,1.0
11,C/C=C(/C)C(=O)OC1c2c(ccc3ccc(=O)oc23)OC(C)(C)C1OC(=O)/C(C)=C\C,1.0,0.0,1.0,0.0,1.0
12,C/C=C(/C)C(=O)O[C@@H]1c2c(ccc3ccc(=O)oc23)OC(C)(C)[C@@H]1OC(=O)/C(C)=C\C,1.0,0.0,1.0,0.0,1.0
13,C/C=C/c1ccccc1OCc1ccc(C(=O)O)o1,1.0,0.0,0.0,1.0,0.0
14,C1=C(c2ccccc2)Nc2ccccc2N=C1c1ccccc1,1.0,0.0,1.0,0.0,1.0
15,C=C(C)CNC(=S)NN=C1c2ccccc2-c2ccccc21,-0.0,1.0,1.0,0.0,1.0
16,C=C(C)CSc1nnc(-c2cccc(S(=O)(=O)N(C)C)c2)n1-c1cc(OC)ccc1OC,1.0,0.0,1.0,0.0,1.0
17,C=C(Cl)COc1ccc2c(CCCC)cc(=O)oc2c1,1.0,0.0,1.0,0.0,1.0
18,C=CCN(C(=O)CSc1nc2c(sc3ccccc32)c(=O)n1CCN(CC)CC)c1ccccc1,-0.0,1.0,1.0,0.0,1.0
19,C=CCNC(=O)c1onc(CSc2ccc(Cl)cc2)c1C(=O)O,1.0,0.0,0.0,1.0,0.0
20,C=CCNC(=S)N/N=C/c1ccc(C(C)(C)C)cc1,1.0,0.0,1.0,0.0,1.0
21,C=CCNCC(=O)N1N=C(c2ccc3ccccc3c2)CC1c1ccc(OC)cc1,-0.0,1.0,0.0,1.0,0.0
22,C=CCNCCCCOc1c(Cl)cc(C)cc1Br,1.0,0.0,0.0,1.0,0.0
23,C=CCOc1ccc(Br)cc1/C=N/O,1.0,0.0,1.0,0.0,1.0
24,C=CCOc1ccccc1CN1CCC(CO)(CCOc2ccccc2)CC1,1.0,0.0,1.0,0.0,1.0
